AUTAUGA ,AL ,H0150 ,HEALTHSPRING OF ALABAMA  INC. ,HMO ,1000,6883,313,4.55,654.22
MARICAO ,PR ,H4004 ,PREFERRED MEDICARE CHOICE  INC. ,HMO ,40460,823,68,8.26,343.77
MARICAO ,PR ,H4006 ,MCS LIFE INSURANCE COMPANY ,HMO ,40460,823,20,2.43,343.77
MARICAO ,PR ,H4011 ,FIRST MEDICAL HEALTH PLAN  INC. ,PPO ,40460,823,14,1.7,343.77
MARICAO ,PR ,H4005 ,TRIPLE-S  INC. ,PPO ,40460,823,  ,  ,343.77
MARICAO ,PR ,H4007 ,HUMANA HEALTH PLANS OF PUERTO RICO INC ,HMO ,40460,823,  ,  ,343.77
MARICAO ,PR ,H4012 ,TRIPLE-S  INC. ,HMO ,40460,823,  ,  ,343.77
MAUNABO ,PR ,H4003 ,MMM HEALTHCARE  INC. ,HMO ,40470,2427,361,14.87,397.26
MAUNABO ,PR ,H4004 ,PREFERRED MEDICARE CHOICE  INC. ,HMO ,40470,2427,176,7.25,397.26
MAUNABO ,PR ,H4005 ,TRIPLE-S  INC. ,PPO ,40470,2427,21,0.87,397.26
MAUNABO ,PR ,H4006 ,MCS LIFE INSURANCE COMPANY ,HMO ,40470,2427,52,2.14,397.26
MAUNABO ,PR ,H0755 ,HEALTH NET OF CONNECTICUT ,HMO ,40470,2427,  ,  ,397.26
MAUNABO ,PR ,H3361 ,WELLCARE_OF NEW YORK  INC. ,HMO ,40470,2427,  ,  ,397.26
MAUNABO ,PR ,H3972 ,ELDER HEALTH PENNSYLVANIA  INC ,HMO ,40470,2427,  ,  ,397.26
MAUNABO ,PR ,H4007 ,HUMANA HEALTH PLANS OF PUERTO RICO INC ,HMO ,40470,2427,  ,  ,397.26
MAUNABO ,PR ,H4011 ,FIRST MEDICAL HEALTH PLAN  INC. ,PPO ,40470,2427,  ,  ,397.26
MAYAGUEZ ,PR ,H4003 ,MMM HEALTHCARE  INC. ,HMO ,40480,18211,2041,11.21,407.27
MAYAGUEZ ,PR ,H4004 ,PREFERRED MEDICARE CHOICE  INC. ,HMO ,40480,18211,3291,18.07,407.27
MAYAGUEZ ,PR ,H4005 ,TRIPLE-S  INC. ,PPO ,40480,18211,156,0.86,407.27
MAYAGUEZ ,PR ,H4006 ,MCS LIFE INSURANCE COMPANY ,HMO ,40480,18211,482,2.65,407.27
MAYAGUEZ ,PR ,H4011 ,FIRST MEDICAL HEALTH PLAN  INC. ,PPO ,40480,18211,148,0.81,407.27
MAYAGUEZ ,PR ,H0524 ,KAISER FOUNDATION HP  INC. ,HMO ,40480,18211,  ,  ,407.27
MAYAGUEZ ,PR ,H1032 ,WELL CARE OF FLORIDA  INC. ,HMO ,40480,18211,  ,  ,407.27
MAYAGUEZ ,PR ,H1036 ,HUMANA MEDICAL PLAN  INC ,HMO ,40480,18211,  ,  ,407.27
MAYAGUEZ ,PR ,H1045 ,PREFERRED CARE PARTNERS INC. ,PSO ,40480,18211,  ,  ,407.27
MAYAGUEZ ,PR ,H3307 ,OXFORD HEALTH PLANS (NY) INC. ,HMO ,40480,18211,  ,  ,407.27
MAYAGUEZ ,PR ,H3323 ,GROUP HEALTH INCORPORATED ,DEMP ,40480,18211,  ,  ,407.27
MAYAGUEZ ,PR ,H3359 ,MANAGED HEALTH  INC. ,HMO ,40480,18211,  ,  ,407.27
MAYAGUEZ ,PR ,H5407 ,CITRUS HEALTH CARE  INC. ,HMO ,40480,18211,  ,  ,407.27
MAYAGUEZ ,PR ,H5410 ,LEON MEDICAL CENTERS HEALTH PLANS  INC ,HMO ,40480,18211,  ,  ,407.27
MOCA ,PR ,H4003 ,MMM HEALTHCARE  INC. ,HMO ,40490,5584,347,6.21,439.04
MOCA ,PR ,H4004 ,PREFERRED MEDICARE CHOICE  INC. ,HMO ,40490,5584,806,14.43,439.04
MOCA ,PR ,H4005 ,TRIPLE-S  INC. ,PPO ,40490,5584,11,0.2,439.04
MOCA ,PR ,H4006 ,MCS LIFE INSURANCE COMPANY ,HMO ,40490,5584,160,2.87,439.04
MOCA ,PR ,H4011 ,FIRST MEDICAL HEALTH PLAN  INC. ,PPO ,40490,5584,53,0.95,439.04
MOCA ,PR ,H1036 ,HUMANA MEDICAL PLAN  INC ,HMO ,40490,5584,  ,  ,439.04
MOCA ,PR ,H3307 ,OXFORD HEALTH PLANS (NY) INC. ,HMO ,40490,5584,  ,  ,439.04
MOCA ,PR ,H3336 ,NEIGHBORHOOD HEALTH PROVIDERS LLC ,HMO ,40490,5584,  ,  ,439.04
MOCA ,PR ,H9101 ,ELDERPLAN  INC.  - SHMO ,DEMO ,40490,5584,  ,  ,439.04
MOROVIS ,PR ,H4003 ,MMM HEALTHCARE  INC. ,HMO ,40500,4455,228,5.12,550.02
MOROVIS ,PR ,H4004 ,PREFERRED MEDICARE CHOICE  INC. ,HMO ,40500,4455,842,18.9,550.02
MOROVIS ,PR ,H4005 ,TRIPLE-S  INC. ,PPO ,40500,4455,32,0.72,550.02
MOROVIS ,PR ,H4006 ,MCS LIFE INSURANCE COMPANY ,HMO ,40500,4455,164,3.68,550.02
MOROVIS ,PR ,H4011 ,FIRST MEDICAL HEALTH PLAN  INC. ,PPO ,40500,4455,14,0.31,550.02
MOROVIS ,PR ,H4012 ,TRIPLE-S  INC. ,HMO ,40500,4455,82,1.84,550.02
MOROVIS ,PR ,H1036 ,HUMANA MEDICAL PLAN  INC ,HMO ,40500,4455,  ,  ,550.02
MOROVIS ,PR ,H3330 ,HIP OF GREATER NEW YORK ,HMO ,40500,4455,  ,  ,550.02
NAGUABO ,PR ,H4003 ,MMM HEALTHCARE  INC. ,HMO ,40510,4354,588,13.5,410.86
NAGUABO ,PR ,H4004 ,PREFERRED MEDICARE CHOICE  INC. ,HMO ,40510,4354,69,1.58,410.86
NAGUABO ,PR ,H4005 ,TRIPLE-S  INC. ,PPO ,40510,4354,34,0.78,410.86
NAGUABO ,PR ,H4006 ,MCS LIFE INSURANCE COMPANY ,HMO ,40510,4354,103,2.37,410.86
NAGUABO ,PR ,H4007 ,HUMANA HEALTH PLANS OF PUERTO RICO INC ,HMO ,40510,4354,149,3.42,410.86
NAGUABO ,PR ,H0755 ,HEALTH NET OF CONNECTICUT ,HMO ,40510,4354,  ,  ,410.86
NAGUABO ,PR ,H4011 ,FIRST MEDICAL HEALTH PLAN  INC. ,PPO ,40510,4354,  ,  ,410.86
NARANJITO ,PR ,H4003 ,MMM HEALTHCARE  INC. ,HMO ,40520,4850,662,13.65,503.85
NARANJITO ,PR ,H4004 ,PREFERRED MEDICARE CHOICE  INC. ,HMO ,40520,4850,28,0.58,503.85
NARANJITO ,PR ,H4005 ,TRIPLE-S  INC. ,PPO ,40520,4850,64,1.32,503.85
NARANJITO ,PR ,H4006 ,MCS LIFE INSURANCE COMPANY ,HMO ,40520,4850,152,3.13,503.85
NARANJITO ,PR ,H4011 ,FIRST MEDICAL HEALTH PLAN  INC. ,PPO ,40520,4850,13,0.27,503.85
NARANJITO ,PR ,H4012 ,TRIPLE-S  INC. ,HMO ,40520,4850,104,2.14,503.85
NARANJITO ,PR ,H4007 ,HUMANA HEALTH PLANS OF PUERTO RICO INC ,HMO ,40520,4850,  ,  ,503.85
OROCOVIS ,PR ,H4003 ,MMM HEALTHCARE  INC. ,HMO ,40530,4011,469,11.69,480.31
OROCOVIS ,PR ,H4004 ,PREFERRED MEDICARE CHOICE  INC. ,HMO ,40530,4011,288,7.18,480.31
OROCOVIS ,PR ,H4005 ,TRIPLE-S  INC. ,PPO ,40530,4011,12,0.3,480.31
OROCOVIS ,PR ,H4006 ,MCS LIFE INSURANCE COMPANY ,HMO ,40530,4011,66,1.65,480.31
OROCOVIS ,PR ,H4007 ,HUMANA HEALTH PLANS OF PUERTO RICO INC ,HMO ,40530,4011,36,0.9,480.31
OROCOVIS ,PR ,H3330 ,HIP OF GREATER NEW YORK ,HMO ,40530,4011,  ,  ,480.31
OROCOVIS ,PR ,H3359 ,MANAGED HEALTH  INC. ,HMO ,40530,4011,  ,  ,480.31
OROCOVIS ,PR ,H4008 ,HUMANA INSURANCE OF PUERTO RICO  INC ,PFFS ,40530,4011,  ,  ,480.31
OROCOVIS ,PR ,H4011 ,FIRST MEDICAL HEALTH PLAN  INC. ,PPO ,40530,4011,  ,  ,480.31
PATILLAS ,PR ,H4003 ,MMM HEALTHCARE  INC. ,HMO ,40540,3769,842,22.34,479.41
PATILLAS ,PR ,H4004 ,PREFERRED MEDICARE CHOICE  INC. ,HMO ,40540,3769,69,1.83,479.41
PATILLAS ,PR ,H4005 ,TRIPLE-S  INC. ,PPO ,40540,3769,15,0.4,479.41
PATILLAS ,PR ,H4006 ,MCS LIFE INSURANCE COMPANY ,HMO ,40540,3769,48,1.27,479.41
PATILLAS ,PR ,H4007 ,HUMANA HEALTH PLANS OF PUERTO RICO INC ,HMO ,40540,3769,152,4.03,479.41
PATILLAS ,PR ,H1036 ,HUMANA MEDICAL PLAN  INC ,HMO ,40540,3769,  ,  ,479.41
PATILLAS ,PR ,H1406 ,HUMANA HEALTH PLAN  INC. ,HMO ,40540,3769,  ,  ,479.41
PATILLAS ,PR ,H3359 ,MANAGED HEALTH  INC. ,HMO ,40540,3769,  ,  ,479.41
PATILLAS ,PR ,H3659 ,UNITED HEALTHCARE OF OHIO  INC. ,HMO ,40540,3769,  ,  ,479.41
PATILLAS ,PR ,H3957 ,KEYSTONE HEALTH PLAN WEST  INC. ,HMO ,40540,3769,  ,  ,479.41
PATILLAS ,PR ,H4011 ,FIRST MEDICAL HEALTH PLAN  INC. ,PPO ,40540,3769,  ,  ,479.41
PATILLAS ,PR ,H6331 ,BORO MEDICAL CENTER ,HCPP ,40540,3769,  ,  ,479.41
PENUELAS ,PR ,H4003 ,MMM HEALTHCARE  INC. ,HMO ,40550,3291,593,18.02,584.83
PENUELAS ,PR ,H4004 ,PREFERRED MEDICARE CHOICE  INC. ,HMO ,40550,3291,338,10.27,584.83
PENUELAS ,PR ,H4005 ,TRIPLE-S  INC. ,PPO ,40550,3291,38,1.15,584.83
PENUELAS ,PR ,H4006 ,MCS LIFE INSURANCE COMPANY ,HMO ,40550,3291,89,2.7,584.83
PENUELAS ,PR ,H4011 ,FIRST MEDICAL HEALTH PLAN  INC. ,PPO ,40550,3291,37,1.12,584.83
PENUELAS ,PR ,H4012 ,TRIPLE-S  INC. ,HMO ,40550,3291,31,0.94,584.83
PENUELAS ,PR ,H1036 ,HUMANA MEDICAL PLAN  INC ,HMO ,40550,3291,  ,  ,584.83
PENUELAS ,PR ,H3949 ,ELDER HEALTH PENNSYLVANIA  INC. ,HMO ,40550,3291,  ,  ,584.83
PENUELAS ,PR ,H4007 ,HUMANA HEALTH PLANS OF PUERTO RICO INC ,HMO ,40550,3291,  ,  ,584.83
PENUELAS ,PR ,H4008 ,HUMANA INSURANCE OF PUERTO RICO  INC ,PFFS ,40550,3291,  ,  ,584.83
PONCE ,PR ,H4003 ,MMM HEALTHCARE  INC. ,HMO ,40560,28954,6618,22.86,522.01
PONCE ,PR ,H4004 ,PREFERRED MEDICARE CHOICE  INC. ,HMO ,40560,28954,98,0.34,522.01
PONCE ,PR ,H4005 ,TRIPLE-S  INC. ,PPO ,40560,28954,530,1.83,522.01
PONCE ,PR ,H4006 ,MCS LIFE INSURANCE COMPANY ,HMO ,40560,28954,623,2.15,522.01
PONCE ,PR ,H4007 ,HUMANA HEALTH PLANS OF PUERTO RICO INC ,HMO ,40560,28954,587,2.03,522.01
PONCE ,PR ,H4011 ,FIRST MEDICAL HEALTH PLAN  INC. ,PPO ,40560,28954,175,0.6,522.01
PONCE ,PR ,H4012 ,TRIPLE-S  INC. ,HMO ,40560,28954,385,1.33,522.01
PONCE ,PR ,H1013 ,VISTA HEALTHPLAN OF SOUTH FLORIDA  INC. ,HMO ,40560,28954,  ,  ,522.01
PONCE ,PR ,H1032 ,WELL CARE OF FLORIDA  INC. ,HMO ,40560,28954,  ,  ,522.01
PONCE ,PR ,H1036 ,HUMANA MEDICAL PLAN  INC ,HMO ,40560,28954,  ,  ,522.01
PONCE ,PR ,H1804 ,HUMANA INSURANCE COMPANY ,PFFS ,40560,28954,  ,  ,522.01
PONCE ,PR ,H3330 ,HIP OF GREATER NEW YORK ,HMO ,40560,28954,  ,  ,522.01
PONCE ,PR ,H3336 ,NEIGHBORHOOD HEALTH PROVIDERS LLC ,HMO ,40560,28954,  ,  ,522.01
PONCE ,PR ,H3359 ,MANAGED HEALTH  INC. ,HMO ,40560,28954,  ,  ,522.01
PONCE ,PR ,H3366 ,HEALTH NET OF NY ,HMO ,40560,28954,  ,  ,522.01
PONCE ,PR ,H3379 ,UNITED HEALTHCARE OF NEW YORK  INC. ,HMO ,40560,28954,  ,  ,522.01
PONCE ,PR ,H3806 ,HEALTH NET LIFE INSURANCE COMPANY ,DEMP ,40560,28954,  ,  ,522.01
PONCE ,PR ,H4008 ,HUMANA INSURANCE OF PUERTO RICO  INC ,PFFS ,40560,28954,  ,  ,522.01
PONCE ,PR ,H4590 ,PACIFICARE OF TEXAS  INC. ,HMO ,40560,28954,  ,  ,522.01
PONCE ,PR ,H5253 ,UNITED HEALTHCARE OF WISCONSIN  INC ,HMO ,40560,28954,  ,  ,522.01
PONCE ,PR ,H5413 ,LIFEMASTERS SUPPORTED SELFCARE  INC. ,DEMC ,40560,28954,  ,  ,522.01
PONCE ,PR ,H6334 ,NY HOTEL TRADES COUNCIL&HOTEL ASSN OF NYC ,HCPP ,40560,28954,  ,  ,522.01
QUEBRADILLAS ,PR ,H4003 ,MMM HEALTHCARE  INC. ,HMO ,40570,5018,337,6.72,406.69
QUEBRADILLAS ,PR ,H4004 ,PREFERRED MEDICARE CHOICE  INC. ,HMO ,40570,5018,1159,23.1,406.69
QUEBRADILLAS ,PR ,H4005 ,TRIPLE-S  INC. ,PPO ,40570,5018,21,0.42,406.69
QUEBRADILLAS ,PR ,H4006 ,MCS LIFE INSURANCE COMPANY ,HMO ,40570,5018,64,1.28,406.69
QUEBRADILLAS ,PR ,H4011 ,FIRST MEDICAL HEALTH PLAN  INC. ,PPO ,40570,5018,33,0.66,406.69
QUEBRADILLAS ,PR ,H4012 ,TRIPLE-S  INC. ,HMO ,40570,5018,35,0.7,406.69
QUEBRADILLAS ,PR ,H0755 ,HEALTH NET OF CONNECTICUT ,HMO ,40570,5018,  ,  ,406.69
QUEBRADILLAS ,PR ,H1032 ,WELL CARE OF FLORIDA  INC. ,HMO ,40570,5018,  ,  ,406.69
QUEBRADILLAS ,PR ,H1036 ,HUMANA MEDICAL PLAN  INC ,HMO ,40570,5018,  ,  ,406.69
QUEBRADILLAS ,PR ,H3152 ,AETNA HEALTH  INC. ,HMO ,40570,5018,  ,  ,406.69
QUEBRADILLAS ,PR ,H3361 ,WELLCARE_OF NEW YORK  INC. ,HMO ,40570,5018,  ,  ,406.69
QUEBRADILLAS ,PR ,H5413 ,LIFEMASTERS SUPPORTED SELFCARE  INC. ,DEMC ,40570,5018,  ,  ,406.69
RINCON ,PR ,H4003 ,MMM HEALTHCARE  INC. ,HMO ,40580,2956,710,24.02,471.1
RINCON ,PR ,H4004 ,PREFERRED MEDICARE CHOICE  INC. ,HMO ,40580,2956,234,7.92,471.1
RINCON ,PR ,H4006 ,MCS LIFE INSURANCE COMPANY ,HMO ,40580,2956,67,2.27,471.1
RINCON ,PR ,H4011 ,FIRST MEDICAL HEALTH PLAN  INC. ,PPO ,40580,2956,26,0.88,471.1
RINCON ,PR ,H1036 ,HUMANA MEDICAL PLAN  INC ,HMO ,40580,2956,  ,  ,471.1
RINCON ,PR ,H1406 ,HUMANA HEALTH PLAN  INC. ,HMO ,40580,2956,  ,  ,471.1
RINCON ,PR ,H3330 ,HIP OF GREATER NEW YORK ,HMO ,40580,2956,  ,  ,471.1
RINCON ,PR ,H4005 ,TRIPLE-S  INC. ,PPO ,40580,2956,  ,  ,471.1
RINCON ,PR ,H6334 ,NY HOTEL TRADES COUNCIL&HOTEL ASSN OF NYC ,HCPP ,40580,2956,  ,  ,471.1
RIO GRANDE ,PR ,H4003 ,MMM HEALTHCARE  INC. ,HMO ,40590,7134,991,13.89,524.71
RIO GRANDE ,PR ,H4004 ,PREFERRED MEDICARE CHOICE  INC. ,HMO ,40590,7134,15,0.21,524.71
RIO GRANDE ,PR ,H4005 ,TRIPLE-S  INC. ,PPO ,40590,7134,48,0.67,524.71
RIO GRANDE ,PR ,H4006 ,MCS LIFE INSURANCE COMPANY ,HMO ,40590,7134,568,7.96,524.71
RIO GRANDE ,PR ,H4011 ,FIRST MEDICAL HEALTH PLAN  INC. ,PPO ,40590,7134,15,0.21,524.71
RIO GRANDE ,PR ,H3359 ,MANAGED HEALTH  INC. ,HMO ,40590,7134,  ,  ,524.71
RIO GRANDE ,PR ,H3370 ,EMPIRE HEALTHCHOICE HMO  INC. ,HMO ,40590,7134,  ,  ,524.71
RIO GRANDE ,PR ,H4012 ,TRIPLE-S  INC. ,HMO ,40590,7134,  ,  ,524.71
RIO GRANDE ,PR ,H6334 ,NY HOTEL TRADES COUNCIL&HOTEL ASSN OF NYC ,HCPP ,40590,7134,  ,  ,524.71
RIO GRANDE ,PR ,H9011 ,UNITED HEALTHCARE OF FLORIDA INC. ,HMO ,40590,7134,  ,  ,524.71
SABANA GRANDE ,PR ,H4003 ,MMM HEALTHCARE  INC. ,HMO ,40610,4590,1391,30.31,396.7
SABANA GRANDE ,PR ,H4004 ,PREFERRED MEDICARE CHOICE  INC. ,HMO ,40610,4590,310,6.75,396.7
SABANA GRANDE ,PR ,H4005 ,TRIPLE-S  INC. ,PPO ,40610,4590,16,0.35,396.7
SABANA GRANDE ,PR ,H4006 ,MCS LIFE INSURANCE COMPANY ,HMO ,40610,4590,297,6.47,396.7
SABANA GRANDE ,PR ,H4011 ,FIRST MEDICAL HEALTH PLAN  INC. ,PPO ,40610,4590,37,0.81,396.7
SABANA GRANDE ,PR ,H3359 ,MANAGED HEALTH  INC. ,HMO ,40610,4590,  ,  ,396.7
SABANA GRANDE ,PR ,H3370 ,EMPIRE HEALTHCHOICE HMO  INC. ,HMO ,40610,4590,  ,  ,396.7
SALINAS ,PR ,H4003 ,MMM HEALTHCARE  INC. ,HMO ,40620,4934,1141,23.13,477.77
SALINAS ,PR ,H4004 ,PREFERRED MEDICARE CHOICE  INC. ,HMO ,40620,4934,72,1.46,477.77
SALINAS ,PR ,H4005 ,TRIPLE-S  INC. ,PPO ,40620,4934,22,0.45,477.77
SALINAS ,PR ,H4006 ,MCS LIFE INSURANCE COMPANY ,HMO ,40620,4934,42,0.85,477.77
SALINAS ,PR ,H4007 ,HUMANA HEALTH PLANS OF PUERTO RICO INC ,HMO ,40620,4934,89,1.8,477.77
SALINAS ,PR ,H1013 ,VISTA HEALTHPLAN OF SOUTH FLORIDA  INC. ,HMO ,40620,4934,  ,  ,477.77
SALINAS ,PR ,H3359 ,MANAGED HEALTH  INC. ,HMO ,40620,4934,  ,  ,477.77
SALINAS ,PR ,H4011 ,FIRST MEDICAL HEALTH PLAN  INC. ,PPO ,40620,4934,  ,  ,477.77
SAN GERMAN ,PR ,H4003 ,MMM HEALTHCARE  INC. ,HMO ,40630,6391,1370,21.44,397.11
SAN GERMAN ,PR ,H4004 ,PREFERRED MEDICARE CHOICE  INC. ,HMO ,40630,6391,841,13.16,397.11
SAN GERMAN ,PR ,H4005 ,TRIPLE-S  INC. ,PPO ,40630,6391,47,0.74,397.11
SAN GERMAN ,PR ,H4006 ,MCS LIFE INSURANCE COMPANY ,HMO ,40630,6391,305,4.77,397.11
SAN GERMAN ,PR ,H4011 ,FIRST MEDICAL HEALTH PLAN  INC. ,PPO ,40630,6391,67,1.05,397.11
SAN GERMAN ,PR ,H1032 ,WELL CARE OF FLORIDA  INC. ,HMO ,40630,6391,  ,  ,397.11
SAN GERMAN ,PR ,H3359 ,MANAGED HEALTH  INC. ,HMO ,40630,6391,  ,  ,397.11
SAN GERMAN ,PR ,H3964 ,HEALTH PARTNERS OF PHILADELPHIA INC ,HMO ,40630,6391,  ,  ,397.11
SAN GERMAN ,PR ,H4513 ,TEXAS HEALTHSPRING I  LLC ,HMO ,40630,6391,  ,  ,397.11
SAN GERMAN ,PR ,H5413 ,LIFEMASTERS SUPPORTED SELFCARE  INC. ,DEMC ,40630,6391,  ,  ,397.11
SAN JUAN ,PR ,H1036 ,HUMANA MEDICAL PLAN  INC ,HMO ,40640,81755,14,0.02,501.92
SAN JUAN ,PR ,H4003 ,MMM HEALTHCARE  INC. ,HMO ,40640,81755,10356,12.67,501.92
SAN JUAN ,PR ,H4004 ,PREFERRED MEDICARE CHOICE  INC. ,HMO ,40640,81755,934,1.14,501.92
SAN JUAN ,PR ,H4005 ,TRIPLE-S  INC. ,PPO ,40640,81755,1454,1.78,501.92
SAN JUAN ,PR ,H4006 ,MCS LIFE INSURANCE COMPANY ,HMO ,40640,81755,3878,4.74,501.92
SAN JUAN ,PR ,H4007 ,HUMANA HEALTH PLANS OF PUERTO RICO INC ,HMO ,40640,81755,108,0.13,501.92
SAN JUAN ,PR ,H4008 ,HUMANA INSURANCE OF PUERTO RICO  INC ,PFFS ,40640,81755,12,0.01,501.92
SAN JUAN ,PR ,H4009 ,SDM HEALTHCARE MANAGEMENT  INC. ,HMO ,40640,81755,20,0.02,501.92
SAN JUAN ,PR ,H4011 ,FIRST MEDICAL HEALTH PLAN  INC. ,PPO ,40640,81755,273,0.33,501.92
SAN JUAN ,PR ,H4012 ,TRIPLE-S  INC. ,HMO ,40640,81755,12,0.01,501.92
SAN JUAN ,PR ,H0524 ,KAISER FOUNDATION HP  INC. ,HMO ,40640,81755,  ,  ,501.92
SAN JUAN ,PR ,H1013 ,VISTA HEALTHPLAN OF SOUTH FLORIDA  INC. ,HMO ,40640,81755,  ,  ,501.92
SAN JUAN ,PR ,H1016 ,AVMED  INC ,HMO ,40640,81755,  ,  ,501.92
SAN JUAN ,PR ,H1019 ,CAREONE HEALTH PLAN  INC. ,HMO ,40640,81755,  ,  ,501.92
SAN JUAN ,PR ,H1032 ,WELL CARE OF FLORIDA  INC. ,HMO ,40640,81755,  ,  ,501.92
SAN JUAN ,PR ,H1045 ,PREFERRED CARE PARTNERS INC. ,PSO ,40640,81755,  ,  ,501.92
SAN JUAN ,PR ,H1080 ,UNITED HEALTHCARE OF FL  INC. ,HMO ,40640,81755,  ,  ,501.92
SAN JUAN ,PR ,H1099 ,HEALTH FIRST HEALTH PLANS  INC. ,HMO ,40640,81755,  ,  ,501.92
SAN JUAN ,PR ,H1804 ,HUMANA INSURANCE COMPANY ,PFFS ,40640,81755,  ,  ,501.92
SAN JUAN ,PR ,H2961 ,HEALTH PLAN OF NEVADA  INC. ,DEMO ,40640,81755,  ,  ,501.92
SAN JUAN ,PR ,H3307 ,OXFORD HEALTH PLANS (NY) INC. ,HMO ,40640,81755,  ,  ,501.92
SAN JUAN ,PR ,H3323 ,GROUP HEALTH INCORPORATED ,DEMP ,40640,81755,  ,  ,501.92
SAN JUAN ,PR ,H3330 ,HIP OF GREATER NEW YORK ,HMO ,40640,81755,  ,  ,501.92
SAN JUAN ,PR ,H3336 ,NEIGHBORHOOD HEALTH PROVIDERS LLC ,HMO ,40640,81755,  ,  ,501.92
SAN JUAN ,PR ,H3359 ,MANAGED HEALTH  INC. ,HMO ,40640,81755,  ,  ,501.92
SAN JUAN ,PR ,H3361 ,WELLCARE_OF NEW YORK  INC. ,HMO ,40640,81755,  ,  ,501.92
SAN JUAN ,PR ,H3387 ,AMERICHOICE OF NEW YORK  INC ,HMO ,40640,81755,  ,  ,501.92
SAN JUAN ,PR ,H3659 ,UNITED HEALTHCARE OF OHIO  INC. ,HMO ,40640,81755,  ,  ,501.92
SAN JUAN ,PR ,H3949 ,ELDER HEALTH PENNSYLVANIA  INC. ,HMO ,40640,81755,  ,  ,501.92
SAN JUAN ,PR ,H3952 ,KEYSTONE HEALTH PLAN EAST  INC. ,HMO ,40640,81755,  ,  ,501.92
SAN JUAN ,PR ,H5050 ,GROUP HEALTH COOPERATIVE ,HMO ,40640,81755,  ,  ,501.92
SAN JUAN ,PR ,H5404 ,UNIVERSAL HEALTH CARE  INC. ,HMO ,40640,81755,  ,  ,501.92
SAN JUAN ,PR ,H5410 ,LEON MEDICAL CENTERS HEALTH PLANS  INC ,HMO ,40640,81755,  ,  ,501.92
SAN JUAN ,PR ,H5413 ,LIFEMASTERS SUPPORTED SELFCARE  INC. ,DEMC ,40640,81755,  ,  ,501.92
SAN JUAN ,PR ,H5420 ,MEDICA HEALTHCARE PLANS  INC. ,PSO ,40640,81755,  ,  ,501.92
SAN JUAN ,PR ,H5426 ,METCARE HEALTH PLANS  INC. ,HMO ,40640,81755,  ,  ,501.92
SAN JUAN ,PR ,H5431 ,HEALTHSUN HEALTH PLANS  INC. ,HMO ,40640,81755,  ,  ,501.92
SAN JUAN ,PR ,H6141 ,SIDNEY HILLMAN HC ,HCPP ,40640,81755,  ,  ,501.92
SAN JUAN ,PR ,H6331 ,BORO MEDICAL CENTER ,HCPP ,40640,81755,  ,  ,501.92
SAN JUAN ,PR ,H6334 ,NY HOTEL TRADES COUNCIL&HOTEL ASSN OF NYC ,HCPP ,40640,81755,  ,  ,501.92
SAN JUAN ,PR ,H9011 ,UNITED HEALTHCARE OF FLORIDA INC. ,HMO ,40640,81755,  ,  ,501.92
SAN JUAN ,PR ,H9104 ,SCAN HEALTH PLAN ,DEMO ,40640,81755,  ,  ,501.92
SAN LORENZO ,PR ,H4003 ,MMM HEALTHCARE  INC. ,HMO ,40650,6483,793,12.23,515.28
SAN LORENZO ,PR ,H4004 ,PREFERRED MEDICARE CHOICE  INC. ,HMO ,40650,6483,221,3.41,515.28
SAN LORENZO ,PR ,H4005 ,TRIPLE-S  INC. ,PPO ,40650,6483,47,0.72,515.28
SAN LORENZO ,PR ,H4006 ,MCS LIFE INSURANCE COMPANY ,HMO ,40650,6483,148,2.28,515.28
SAN LORENZO ,PR ,H4007 ,HUMANA HEALTH PLANS OF PUERTO RICO INC ,HMO ,40650,6483,165,2.55,515.28
SAN LORENZO ,PR ,H0540 ,UNICARE LIFE & HEALTH INS. COMPANY ,PFFS ,40650,6483,  ,  ,515.28
SAN LORENZO ,PR ,H1032 ,WELL CARE OF FLORIDA  INC. ,HMO ,40650,6483,  ,  ,515.28
SAN LORENZO ,PR ,H1078 ,NEIGHBORHOOD HEALTH PARTNERSHIP INC ,HMO ,40650,6483,  ,  ,515.28
SAN LORENZO ,PR ,H1080 ,UNITED HEALTHCARE OF FL  INC. ,HMO ,40650,6483,  ,  ,515.28
SAN LORENZO ,PR ,H3307 ,OXFORD HEALTH PLANS (NY) INC. ,HMO ,40650,6483,  ,  ,515.28
SAN LORENZO ,PR ,H3359 ,MANAGED HEALTH  INC. ,HMO ,40650,6483,  ,  ,515.28
SAN LORENZO ,PR ,H4008 ,HUMANA INSURANCE OF PUERTO RICO  INC ,PFFS ,40650,6483,  ,  ,515.28
SAN LORENZO ,PR ,H4011 ,FIRST MEDICAL HEALTH PLAN  INC. ,PPO ,40650,6483,  ,  ,515.28
SAN SEBASTIAN ,PR ,H4003 ,MMM HEALTHCARE  INC. ,HMO ,40660,8510,815,9.58,473.88
SAN SEBASTIAN ,PR ,H4004 ,PREFERRED MEDICARE CHOICE  INC. ,HMO ,40660,8510,1152,13.54,473.88
SAN SEBASTIAN ,PR ,H4005 ,TRIPLE-S  INC. ,PPO ,40660,8510,24,0.28,473.88
SAN SEBASTIAN ,PR ,H4006 ,MCS LIFE INSURANCE COMPANY ,HMO ,40660,8510,239,2.81,473.88
SAN SEBASTIAN ,PR ,H4011 ,FIRST MEDICAL HEALTH PLAN  INC. ,PPO ,40660,8510,61,0.72,473.88
